"HolderAddress","Balance","PendingBalanceUpdate"
"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0x000000000000294a0d3b43ec78199a84587ae012","4E-18","No"
"0x0000000000003f5e74c1ba8a66b48e6f3d71ae82","1E-18","No"
"0x0000000000007f150bd6f54c40a34d7c3d5e9f56","18.0097851513599","No"
"0x000000000035b5e5ad9019092c665357240f594e","1.3E-17","No"
"0x00000000003b3cc22af3ae1eac0440bcee416b40","0.00378121849750189","No"
"0x0000000000f4def5f3572c846b1483daf4588d8f","1E-18","No"
"0x000000005736775feb0c8568e7dee77222a26880","1E-17","No"
"0x0000000057a888b5dc0a81f02c6f5c3b7d16b183","1E-18","No"
"0x0000000071e801062eb0544403f66176bba42dc0","1E-18","No"
"0x0000000094acb89a43eac2fbb3a07973efc2435c","17.5020621212035","No"
"0x0000000099cb7fc48a935bceb9f05bbae54e8987","9E-18","No"
"0x00000000b1786c9698c160d78232c78d6f6474fe","0.000229852062842694","No"
"0x00000000b7ca7e12dcc72290d1fe47b2ef14c607","2E-18","No"
"0x00000000c9fdd743c60055c0e4ea30d266272c1f","1E-18","No"
"0x00000000cd47aa64daf64f5144b0d7885754374c","1E-18","No"
"0x00000000dc0e59517a8114348d9130e7d3835832","1E-18","No"
"0x00000000e84f2bbdfb129ed6e495c7f879f3e634","5.8791458834381E-05","No"
"0x000000c52b33fa71614810224771dc8f3255b220","3E-18","No"
"0x000075f6fc378f556ff28c43d059fcc6b6061488","2976","No"
"0x000133f715eadc32492fc5454a70e396b6bc4d33","199791.5379738","No"
"0x0008a035ca16703162358563f87773ea8eadb3ac","9.71734216960192","No"
"0x000ab54dda9173be217b964455ab9c05cecf681b","0.875907477071475","No"
"0x00197b984915b5036d76897c193c44002e5138d1","193","No"
"0x001a4b9752da57418ab61af0f1885896c16bcb90","225.51737647","No"
"0x0024cb42dadbb1b865287ce0229d318192cced14","60461.4913672039","No"
"0x002c9745107da9b92483f0b2391efc335f62235f","6","No"
