"HolderAddress","Balance","PendingBalanceUpdate"
"0x0000000000000000000000000000000000000001","0.0918862210258702","No"
"0x000000000000000000000000000000000000dead","36.7235419118448","No"
"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0x0000000000000eb4ec62758aae93400b3e5f7f18","0.479543410496091","No"
"0x0000000000002d534ff79e9c69e7fcc742f0be83","0.0274421354992959","No"
"0x0000000000003f5e74c1ba8a66b48e6f3d71ae82","1E-18","No"
"0x000000000000740a22fa209cf6806d38f7605385","1E-18","No"
"0x0000000000007f150bd6f54c40a34d7c3d5e9f56","1.59652711E-10","No"
"0x000000000000cb53d776774284822b1298ade47f","2E-18","No"
"0x0000000000051666bbfbb42925c3ee5d50cf6b10","0.02326939878857","No"
"0x00000000002664633b221687a4ec73d78328d4b2","1E-18","No"
"0x00000000002c1066b322ff02ad10e8901161804c","1E-18","No"
"0x000000000035b5e5ad9019092c665357240f594e","1.95E-16","No"
"0x00000000003b3cc22af3ae1eac0440bcee416b40","0.000994160792103778","No"
"0x00000000003e04625c9001717346dd811ae5eba2","45.81056048","No"
"0x0000000000884a0e1fb44f9e24fa3bdb19514fae","1E-18","No"
"0x00000000008c4fb1c916e0c88fd4cc402d935e7d","2E-18","No"
"0x00000000009c7f96284472465e1b5c44e8cfcda1","3.5E-17","No"
"0x0000000000b92ac90d898eba87fa5f2483f32234","1E-18","No"
"0x0000000000c4241a8009a640857503eaa642831c","2607.01827884886","No"
"0x0000000000cbba74c365869ae50225f5596ad59c","15.9372682891927","No"
"0x0000000000d1d773661e4b2102bbe07d4dcde777","1.0001E-14","No"
"0x0000000000d41c96294ccdac8612bdfe29c641af","1E-17","No"
"0x0000000000f4def5f3572c846b1483daf4588d8f","0.0185331857157588","No"
"0x000000004fa9e635dbe91c83aee357d01494936d","0.00519258062678702","No"
"0x00000000500e2fece27a7600435d0c48d64e0c00","0.171079288038433","No"
"0x00000000553a85582988aa8ad43fb7dda2466bc7","1.35167277734319","No"
"0x000000005736775feb0c8568e7dee77222a26880","1.14E-16","No"
"0x0000000057a888b5dc0a81f02c6f5c3b7d16b183","1E-18","No"
"0x000000005804b22091aa9830e50459a15e7c9241","1E-18","No"
"0x0000000071e801062eb0544403f66176bba42dc0","1E-18","No"
"0x00000000726422a6fecb4759b44d47e48cf746aa","5E-18","No"
"0x0000000090e2ba937f0b5615b57409a8a6a1d6dd","106.366370525201","No"
"0x0000000094acb89a43eac2fbb3a07973efc2435c","1E-18","No"
"0x0000000099cb7fc48a935bceb9f05bbae54e8987","1.03E-16","No"
"0x00000000a1f2d3063ed639d19a6a56be87e25b1a","2.1E-17","No"
"0x00000000a4569cda123e73f94e35f9a625650be6","305.806680809594","No"
"0x00000000b1786c9698c160d78232c78d6f6474fe","3.31477949294145","No"
"0x00000000b2ff98680adaf8a3e382176bbfc34c8f","0.0342245124514027","No"
"0x00000000b7ca7e12dcc72290d1fe47b2ef14c607","1E-16","No"
"0x00000000c2cf7648c169b25ef1c217864bfa38cc","5.572247E-12","No"
"0x00000000c9fdd743c60055c0e4ea30d266272c1f","1E-18","No"
"0x00000000cd47aa64daf64f5144b0d7885754374c","1E-18","No"
"0x00000000dc0e59517a8114348d9130e7d3835832","1E-18","No"
"0x00000000e8b06d9bf77ba40fc89e4eaa4f225e5c","1E-18","No"
"0x00000000e9d7eee1c07d3d017cd18c3dab4c2ac0","1E-18","No"
"0x00000000f515b28e81a0e98ea3f4f816ef7e62b2","1E-18","No"
"0x000000019206dcdf090fbfdea184777aec6000f9","0.1","No"
"0x0000000367ba4371cb48816a1cf2f3902448f1bc","0.1","No"
"0x0000000dbf80f29c9ed7d52116f3037f8deb1902","274.295914649712","No"
"0x00000029ff545c86524ade7caf132527707948c4","9.9999999910564E-05","No"
"0x0000006daea1723962647b7e189d311d757fb793","134015.997914871","No"
"0x0000007c68390193776e8b44df3b698d311070b9","1E-18","No"
"0x000000917de6037d52b1f0a306eecd208405f7cd","1E-18","No"
"0x000000bda8396361e87648109c90d368002c4f17","1E-18","No"
"0x000000c52b33fa71614810224771dc8f3255b220","1E-17","No"
"0x000000e2f418557520d77123550e1875142e86f4","0.2","No"
"0x000000ed5113006b6f24002dd7577bb547e2005a","1E-18","No"
"0x000006eee6e39015cb523aebdd4d0b1855aba682","1029.28681094546","No"
"0x00000eff292d8cb466e12a33fb83fa5757a67b58","0.824364257331641","No"
"0x00001a8303e1829232ac17da680e5200ed364876","56.661","No"
"0x00002b503a75998c97508916a74fdb41934fa030","0.0083534","No"
"0x0000ce08fa224696a819877070bf378e8b131acf","6.96","No"
"0x0000f079e68bbcc79ab9600ace786b0a4db1c83c","0.0684040789559644","No"
"0x0001029a5295a945fe2a1fa6725616ac521860fe","8.10374517871E-07","No"
"0x000144fdf092217ec902b7cccfb8ce29f818aa28","259.70946","No"
"0x000158e60c393b51fdfac71b14ce70b70148c326","0.0903535747241997","No"
"0x00016035a0799e579876d1102628927b20248392","10.10000001","No"
"0x000162f54884affc39c2b92cd21765e9685a9a7a","163.98007281","No"
"0x0002366982eb31d192a08af75ec8bf6be898b6f6","19.7898820459274","No"
"0x0004d2a2f9a823c1a585fde6514a17ff695e0001","5.45E-16","No"
"0x0004f4355b60c6dd90b0cee75714ae7e7b09a167","314.932294076193","No"
"0x0005a4df33e7d971e036c77dd490da9a23c2df64","49.45422535","No"
"0x0005f124d6a49c29764b1db08546108ca0afeb68","5.6218625822229E-05","No"
"0x00064e885741ed13a122c5a115999e05c71b8fca","0.00306223210886198","No"
"0x000a0b24b1476f647a2a2fa4474f9ed32c685a8e","6.18434262467447","No"
"0x000aa8c61a06bd0d9b552ce9138d87e06eb17380","138.014129620782","No"
"0x000ad8f56d3408abe29466189612d1b7b19e4420","55.5604704218629","No"
"0x000b853f82d525a4526937bd794a7bd74ecbaa4d","42.6549569463781","No"
"0x000bb73f15a443d57e4999425986f7f594016a5a","45.5","No"
"0x000cdea142e879591a86669d008d81dc650db404","1993","No"
"0x000df8693e5f2157b2e7a13257f322356a70ad24","0.0767886","No"
"0x000f7f22bfc28d940d4b68e13213ab17cf107790","118.714519395552","No"
"0x001056ba541f8f1fd9f8e1300d10a18e7a478088","53.7868","No"
"0x0010985214e2a95244b4765b7df8693d1c5c393f","0.0446016315639801","No"
"0x0011e04acbd5e6dcd13ad09f84248c6d67a8b483","11.87990496","No"
"0x00133c0fd5f70b842b6b03de955b02b00cdeb38e","2.8302","No"
"0x00136b003bb688b589551bf604a87bdc5ce4f226","1.97","No"
"0x0013878f3219df6032226cbfdcdd4dbe787ca51f","41.51","No"
"0x0015272c21fb1d91b5e63b1637da689b20a9928e","1.76472570434025","No"
"0x0016a0eb6af641eb5fb7148229a3736c5300899f","155.8470852","No"
"0x00170fa24fbadee774b9888e4cf2733d074ab6c4","19.8621782","No"
"0x001795aefa853c2b0a30cd0a43885695a6cdbd7d","4.11E-16","No"
"0x00182565af4374a639e51094363bb8a6592de097","1494.14","No"
"0x0018559f2c6b75252cb51599ad3c5b6c6cf134d4","24.6","No"
"0x0018ab3903d92b690fe697197f851b96a0c7e9aa","48.602101","No"
"0x0018d3160895013b90c163f68de4c954e1ca2e85","1385.509","No"
"0x00196f2f0e492aea1bb0e636579a04dbdd671d29","7.65381817","No"
"0x001a3a8449c3bc8cad4de03f8be4f134f06943af","153.831354481319","No"
"0x001b0732e869a98c1b5b31c47a2d660313967b61","55.3596","No"
"0x001b1d25304c9f386b84720ef19ea9caa8253ff0","0.000587650796189774","No"
"0x001bf47062a98396739f4b9c0a89cd539ed758f3","4.4697134904834E-05","No"
"0x001c0f4d676ae43e6c74a35b3f267a453ff837ba","331.25832","No"
"0x001c828843b3be6ce6b5edbbb3781d0d41848341","100.12498019","No"
"0x001d3064800e16ffca82e8931971a6fcf767e0e1","64.881458","No"
"0x001fa1c9989d36ce283a04d7e2503450656ee196","79.75","No"
"0x0020611da40c088887c561b6943aea58c5eda529","6633.6862","No"
"0x0020c5222a24e4a96b720c06b803fb8d34adc0af","3.5461545298268E-05","No"
"0x00219509686730e720333ade2f2400256729fb66","26.74225812","No"
"0x00219d6b7b8e135105318881868d75203d32f893","134.43055769","No"
"0x0021fd6b1e40356c1178fb9eee48a039f30e23b6","56.001","No"
"0x0022f267eb8a8463c241e3bd23184e0c7dc783f3","0.0211589123170753","No"
"0x002365d282b01f6ca682bda1ec0f6139dddc3100","100","No"
"0x002471c86e9e97d393d84bddfa7d555a7fa2917a","7.54700136908443","No"
"0x002545d130ff5ba20b1865c3a6671c08bf52ba4d","35.429513","No"
"0x0026319d9f5a42e097cd12ed46b256008ef658a6","158.7","No"
"0x00263650ce108e0117eecb2e5d305fbd03331cbb","1E-18","No"
"0x00288986fb20f44028eafbff2798e09b7da697c1","139.53291492","No"
"0x0028c1afa3afcda07dce792c96116423272bfeb2","27.5367982482313","No"
"0x0028f11c41c4809c73e27bf1c583898938b6fe0f","50","No"
"0x0029dca775b845303287b7ceb5d4d13165fcb857","1E-18","No"
"0x002a836e85edf7ec22a5c3e767db0f746826905d","10.666","No"
"0x002b8a400e340caa191f380bf1b9f67217b4be07","1232.48758002","No"
"0x002cd0d6d3c7500909ee8a7d73ae4ba81cc05b10","2E-08","No"
"0x002d61f7df29f7481a9a8ed85710c883534da591","3.33270208","No"
"0x002d63c2daa3e8e8785808f1dcfac1ebeef5707d","1.9252","No"
"0x002d7aa5d7df5a36a9af517dc8626f9a57ca776f","293.8078768","No"
"0x002fa2408fa5306264db865cdce78e95c16a11a3","1314.89166597","No"
"0x00318d72e7c98c8e54794aac68534a0c20f9c13f","1.66755498","No"
"0x0035fc5208ef989c28d47e552e92b0c507d2b318","13020.9108814394","No"
"0x0037f3deb586d1b34abaae92341f9bb70527a4d4","6.670226074E-09","No"
"0x0039f22efb07a647557c7c5d17854cfd6d489ef3","755.333803349653","No"
"0x0039f4b6dca5e739bc592ba161fa2dc5435d04aa","21.389","No"
"0x003ac91f14c916fb77ab58ccb74d3e5d35922763","15","No"
"0x003c6f8c83c55e4c6129dab3ab60a295016cab96","0.448509","No"
"0x003d36717adfeedbc354beaf763a30c357e6100e","158.1865","No"
"0x003d8c5eee3d0e36759e813f35f85ba4a73fff75","250","No"
"0x003d9ce14fce82341b6648df22db8f34ecfc176a","1124.45430073","No"
"0x003f69aa082f2b6aacabb83ef041997a9ba0c30b","1093.412892","No"
"0x003f8dc49abe86041cf453274e743b987be91470","340.333808473618","No"
"0x0040e8906ff5e1edc217a68e3486241c5309b101","6.62","No"
"0x0042d0fbc7ff5c7b0b82a6997c42c73ec6ea668b","0.00191296927168225","No"
"0x00449d82ad391519fc072785f329e0ad53f3af7c","453.66","No"
"0x00467072d5ed3cb1a644d31b7019d4330ba6ce94","386.948","No"
"0x0046c15d3587d5facd6cae0f208e7f2fd34db4fa","50.0494854782843","No"
"0x004743e8aee029bbe4e8747a764696aa754f4901","0.00060979","No"
"0x0047eede13c730486f8a2cd7cc55b6a247a45e74","99.7714","No"
"0x0048cd0a6ddd2244d5f16a48cfaad66183e8ea63","0.1","No"
"0x0049b45cba967e155d9b5f35bb89d4de3b19a361","21.008306","No"
"0x004afb002e3fb33c833fc16b6b63103bbf97312d","12812.1869282639","No"
"0x004bc4e5b28fe5ec6c039b4dd1569426da387cac","48.6307438","No"
"0x004cd66d8419507fa30752e060ae59e806956b36","6.12502775386886","No"
"0x004f2be7ffae59e867e5bb7b6ffcd4b3f48c4d0b","558.504446","No"
"0x004fd1058061881aaafe1ad90bbc2489980f9916","338.640370964768","No"
"0x0050facd2c04930257438b213fe9e132a26e5a29","275.938985697279","No"
"0x00514112b64626360445d45dae83327c989face2","1010078.48","No"
"0x0051426df3f52b0a6e61cd8fa764601bfad5a968","9.174772852E-09","No"
"0x0051ddefba33e8c89cf1df3bc662217c41992bba","1E-18","No"
"0x0052570d4b500423c9ff1d36065f1e41f54174ca","120","No"
"0x0055e75217ca5cb5aa8290cd966f9d85751a7993","6.45169290754396","No"
"0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9","5943.99602333226","No"
"0x0056fc31b4cb3f3c5bdf93ed03b6df94e6ba54e0","223.110044539214","No"
"0x0058e1522be21e2066b1fdf72fdb710f4983dac2","2340.56055508445","No"
"0x005a945c426fe1f2eb3c4b04585a2427f7a032a8","11.7441861048557","No"
"0x005c17dd5beaad3cb9226bb50a02f066eb125e0b","0.0892499386084814","No"
"0x005dcfe1f245afc23bf1fd47cc6070084cec4b0c","44.56662061","No"
"0x005e34e9e56a94a997d88bf6136b6b264f83db53","433.71701652","No"
"0x005e5cac6eb7637edf689403e01b86bda451ef61","0.699174522306433","No"
"0x005e79087a945469ae961cc7f6f41cc9283f0147","0.03","No"
"0x005fe5cb741fb30da950c309507e89ea6a8eeed5","0.03","No"
"0x005ffa486dc60c3b61c92e338fc13b988b507abc","23895.2144471926","No"
"0x006016ced2484bdc1e78bbdc0ca95fa021ca5ba6","2.95","No"
"0x006050abb6bf11e7cdb52b5a33aca0e29cc32c0d","302.02587696","No"
"0x006121eb091a99cd3835ea6fdc71ededeacbee29","0.01","No"
"0x0061b0ff7db9bf9059b2258a896933e074075af9","25.3","No"
"0x0063111d0ca909cf08e62d7feb22c8ca306adc21","85.5","No"
"0x00643335cb4c1fa658f4302dc746af6e9e18aa42","375.5","No"
"0x0064a6956018c337319c401b7bf09a35e6473fde","1677.20219620971","No"
"0x0065614bf056b2b98629fe909d9b986bcba51ecf","178.6987078","No"
"0x0065ec16a5eb2a291dc6f7076e1255a418c52ffd","349.28351349","No"
"0x00672a7e202507ac50924dfc7ab85f134a4db7b5","0.9","No"
"0x006b0d7500434894993692aaf8c4121acef8d3e2","1962.26180478","No"
"0x006bee5ea4c4b5bd134da63a34c693f6b31845f8","304.37716272","No"
"0x006c70bb4f90eb486eec31cc8137f88239dd4d0e","1.0673631882366E-05","No"
"0x006d40b669a49f6516ae07719efa920951011f5d","25.51020409","No"
"0x006f26e0e7fc17f165b312b5d16f1f2294b385a9","3.518","No"
"0x0070bc9033adf1e49517f98304f41f778d370208","124.21822127645","No"
"0x0070c9003ad5105868e1db2f278e448773adbf1c","55.404","No"
"0x007152d6c3dd421a7565db0d8481b0d5997341aa","1139.32931401","No"
"0x007162e4c279b9485c94e1ffcf76ddeded96c416","319.20766024","No"
"0x0071738c1ba5ffcba4b7ddeaa719e5ded62185bc","15.5","No"
"0x0071f52d018d649de457e26a9394a2396c8ab882","100.307724787796","No"
"0x007216ea4f3ce57497ca60af413e8eb8db98089b","839.83","No"
"0x00727cdbdb11f330a5563586e08a3efdb36f2049","382.162392","No"
"0x00736ca84587810e2bbc61f279ae953ab16163bb","111.884807068433","No"
"0x00737ac98c3272ee47014273431fe189047524e1","723.96880512","No"
"0x0073f3dae29a5aaa1ed14f8874232278a80a4eb0","19.8959756945203","No"
"0x007544e2ece62a3c18e7be5fd25e837145a64e61","27.6524","No"
"0x00768a4990f60c5870bc304c478fab905fd0aa81","48.40069311","No"
"0x0077229f582c457c28b3a43f7b496177d6fb6e31","25.32667377","No"
"0x0078c86e12186e2de1ff6fef5f1ada2bffde4ea5","8.79523394915465","No"
"0x00798d5891d14de5efd1991115358fb242d1e682","0.0013","No"
"0x0079ce80043edc3325598e4a3b6293ab779bf174","0.0068623625962237","No"
"0x0079d87d6091409ad79f413786ee6311485083b8","246.896","No"
"0x007a17887a84a90b2490f2f8ab325da44554dac0","0.2","No"
"0x007a466e6b8dc9dd4ecd9ad443f6190c97592c92","50.62067","No"
"0x007bb059bcc5a177760b6066dff2c6d5d02c4518","359.64","No"
"0x007bce335c3ae770a9de1d29919b003390c4177c","51.16","No"
"0x007c5bda0c06064984a164794e6c946cd7dd7157","0.0109277895827206","No"
"0x007c6862befb50fd0ea30328da8ba502d959f862","249.06","No"
"0x007cb2d47f161620cd6ce46facc1e2f6d5fd6bb9","1530.54772682612","No"
"0x007e4195a6c8f68801c0673ec561c38fed803021","366558.92","No"
"0x007e75ccdb4da5d0dbedc68f382329ed90b7d1c2","8.99118864","No"
"0x007f48fb326635bdc4ff6212171d8deb25eb333b","72.52770574","No"
"0x007fd5cf9a1da26ec8ea74e04b1d999b8a528bd3","1241.42733894922","No"
"0x0081cb8e0dc61567ead41e1b39b69f8796b2ab75","738.52001913","No"
"0x008283d61a97e12399c6d8c5141b97eb78f68b7c","953.72936","No"
"0x008473ad5b62e41cfd64c0bff15b8248e01b38b5","1E-18","No"
"0x0084749a53d0401af7f7daa96fcfb18ab031d6d5","1","No"
"0x0085d7ea4949c0a4c43f771dbbf9ffa72259c730","19","No"
"0x0085f0748f7912b6b5efdcdca9483b71042fc88e","1329.82301223","No"
"0x0086433723ab822b115a785b42e4987040f9ef7a","1E-18","No"
"0x008654d00b72c4e121cdd7b06f3f629bfe673470","14.987986","No"
"0x00870b3a9af23ffc38c2cd8994c90de4a986de58","62.24","No"
"0x00887186b5592e47e3032cbc78426eb04a8fc2f9","15","No"
"0x008b09c232b799d6b39d45f18c571f9a25c93ad9","8.3525854650141E-05","No"
"0x008becef05592e0244eba8cc99af30c8a62ba456","1.31728173087564","No"
"0x008c2b6e55284a2ea09c62d50a7da4c7c151dec9","6.8047185483372E-05","No"
"0x008cfa0631e06553bb3dbf4d4b5d4a7bcd45cc4e","283.14556","No"
"0x008d0ac875c64199f6f08fc12864e8e8358f4837","325.936005","No"
"0x008de4b238bc4507c6e11ce875ae45878c08d0e9","4.51944135955997","No"
"0x00904c84c89385ceff1df9da4fac22e72d3b6404","1573.43505085797","No"
"0x0090685bff38511ff14424d6efe1be1e31356539","797.87","No"
"0x0090720fed7fed66ed658118b7b3bb0189d3a495","14.3490217818427","No"
"0x00926e7ebc1791bbebac76564b48fbea3f5f27ec","0.000768881575337224","No"
"0x0092adbca1a57dccb840b3c10aa9cac388d507c4","29.99442391","No"
"0x0092ceefa42989deca036cde827788add9f5aff6","9979.97","No"
"0x0093b14396cc4e77b77cebccf65aa041d5197bbb","1E-18","No"
"0x0093e5f2a850268c0ca3093c7ea53731296487eb","1882.47066418057","No"
"0x00949740be0ee4fead938a43700eb0964fb40587","90.7617161921583","No"
"0x0097f92aaa951dbd9b7a701d5b8b2a3aa4596fd2","13.148842","No"
"0x0098f47c24c58839d181aff8510a9ca726bd93af","10","No"
"0x009ac419ed0bd79a0aeae9a34047fccd2d4a2043","6.1000000000623E-05","No"
"0x009af5b7ce0f4f44f2c51fd23f565af789c7ded3","120.152","No"
"0x009b6817807c332b9445f5c9cf2ac94631fe876e","878.546874183346","No"
"0x009c22367fdfe1ff42ea75c2a957e2bd43f25960","137.758684568549","No"
"0x009e0412cce04275effad34a0fda7ddd6ea58936","0.1","No"
"0x009ec1244235cd1c47f28e833950dd7d1e706314","50","No"
"0x00a0708644a2ff370748fd9f1757134543a27e02","0.152938232181267","No"
"0x00a08fd8efac3aeece105f697c916e2bb4f38059","5499.91","No"
"0x00a14f93ee5d961f8d9c4e856ed864db6d6336bb","20.1","No"
"0x00a3357b4539633106637e582f0103dab4aa7f78","50","No"
"0x00a7e3f64d5c8b38a1709a0734cadd87e5b5535c","502","No"
"0x00a8504a93139716b689ad532cd126ac3c530410","0.1","No"
"0x00a88f770fd972268cebc24b6dbb8440420a38ee","26.7466937137856","No"
"0x00a9d32c804f7683c40f68091e41a5f4e7dd7628","150.59","No"
"0x00ab8355ad7064fac83275a8af0d6afcb51fbb63","37.2803393619873","No"
"0x00ac1e31473478ed247c00aaebb3d029ae33fa56","1.796104095E-09","No"
"0x00ac2fcf306592ccaedd19c82e23da405cb965ad","7.98662779762E-07","No"
"0x00adf79ea3e5b0f712c23f38de90141867e4a089","1E-18","No"
"0x00ae3db5418f6eac5305e72ecc853838e9ed3837","0.000890756817879986","No"
"0x00afc60c34c8f62557c28701d94aec626f0e6c38","52.396794","No"
"0x00afef927e2fbd726c9c642ec65d025133bdd8d9","5.20749","No"
"0x00b037ca2f464b14c3eb42c5c3a8c38ad9b0f9ba","381.075866197735","No"
"0x00b113795f1aa12ee361adc6d281392802d0e025","8.72342835899327","No"
"0x00b1cb0dc34f41194aed541a60404695d94dc96f","0.100963930199712","No"
"0x00b3a4e828d0d8bc873dcd33fdcebb7ed2e6edb5","633.568574497688","No"
"0x00b750d00b56bc7b2cef4b761f76450c8f749fa9","37.85745421","No"
"0x00b7ca104ab0bb9a0c117947c3c1e6242f29c717","3.1161638005E-07","No"
"0x00b7e042cc46d83e156b59b2e660defc22cb2736","4.01E-06","No"
"0x00b8cf08f0563ff2ab7aff726a80e7232bb3ebc9","163.27665","No"
"0x00b91bf53686da2db1feb71557ced4aa1f244688","362.628379","No"
"0x00b9ec0bee5e17289a8486f7f63654eda4557af5","9.772364647E-09","No"
"0x00bc1acbf18de6b09cc7a78d20a0e22a63bcc494","315.000670333481","No"
"0x00bc2a91d567747cdf8a99d1a9af0333dd83265e","15.63709844","No"
"0x00bc8fac566e2be77e348e9b822dc07174b20d05","1E-18","No"
"0x00bcb0d504844c4b17f1027e8be1de458f7bbae0","121.62515674684","No"
"0x00bcd02ef0c29bbf5634319f023d96f4b9acd1ba","255.49360276","No"
"0x00bd6356cd80f65ba58f6ff5fa283082f6fc732c","0.999","No"
"0x00c0798c0df1e87069417e76b8ca4fa089d051f1","392.040491126387","No"
"0x00c0a1495cf56b4cad5f94ab3b04d0bc14ac9743","0.01161303","No"
"0x00c0c72a1d45bb3704a9358282eec06746447778","2.75237379634742","No"
"0x00c1d056e74fa23be59fede704996335eed4099e","0.04","No"
"0x00c30c9a58ac0ae05d4e2bae4d284e8c90d9e459","61.6027749423952","No"
"0x00c6a7445906f2f132dc1d55d022ddfa8b992952","48","No"
